id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	ENSG00000126262	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.697	0.0	0.132	0.222	0.243	0.0	0.03	1.0	0.214	0.282	0.355	0.466	0.0	0.102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	ENSG00000204525	ENSG00000196937	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.94	0.94	0.919	0.94	0.807	0.91	0.132	0.132	0.111	0.09	0.153	0.09	0.03	0.03	0.0	0.03	0.0	0.03	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.676	0.646	0.616	0.646	0.646	0.466	0.556
CPI-SS0528A694B	GPR42_FAM3C	simple:O15529	simple:Q92520	ENSG00000126251	ENSG00000196937	True	True	False	IMEx,IntAct	False	1.0	0.12	0.192	0.273	0.414	0.0	0.111	1.0	0.21	0.192	0.333	0.444	0.0	0.111	1.0	0.21	0.252	0.363	0.444	0.0	0.111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.21	0.222	0.333	0.474	0.0	0.111	1.0	0.12	0.192	0.303	0.414	0.0	0.111	1.0	0.18	0.252	0.363	0.465	0.0	0.111
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	ENSG00000185896	ENSG00000196937	True	True	False	InnateDB-All	False	0.265	0.03	0.021	0.141	0.123	0.0	0.0	1.0	0.97	0.918	0.949	1.0	0.555	0.7	0.88	0.748	0.637	0.718	0.778	0.424	0.598	0.817	0.685	0.693	0.685	0.775	0.441	0.556	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.889	0.838	0.727	0.838	0.817	0.595	0.616
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.97	1.0	0.97	0.97	0.97	1.0	0.979	0.979	0.958	0.979	0.958	0.928
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ENSG00000159618	ENSG00000196937	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.09	0.03	0.03	0.06	0.09	0.0	0.03	1.0	1.0	1.0	1.0	1.0	0.97	1.0
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	ENSG00000126262	ENSG00000232810	True	True	False	IMEx,IntAct	False	0.06	0.09	0.112	0.021	0.0	0.244	0.111	0.667	0.658	0.658	0.042	0.0	0.709	0.628	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0E91E504D	HLA-C_TSHB	simple:HLAC	simple:P01222	ENSG00000204525	ENSG00000134200	True	True	False	InnateDB-All	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.94	0.94	1.0	0.94	0.94	0.94	0.132	0.132	0.132	1.0	0.132	0.132	0.132	0.0	0.0	0.0	1.0	0.0	0.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.646	0.646	0.646	1.0	0.646	0.676	0.646
CPI-SS0D795AC00	EGFR_CNTF	simple:P00533	simple:P26441	ENSG00000146648	ENSG00000242689	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	ENSG00000146648	ENSG00000157168	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS09375CA29	ADGRL1_NRG1	simple:O94910	simple:Q02297	ENSG00000072071	ENSG00000157168	True	True	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS00A953C3A	EGF_NRG1	simple:P01133	simple:Q02297	ENSG00000138798	ENSG00000157168	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ENSG00000065361	ENSG00000157168	True	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0F4D30D5A	EGFR_EGF	simple:P00533	simple:P01133	ENSG00000146648	ENSG00000138798	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
CPI-SS0E25CE362	EGFR_TGFA	simple:P00533	simple:P01135	ENSG00000146648	ENSG00000163235	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	ENSG00000146648	ENSG00000105329	True	True	False	IMEx,InnateDB-All,MINT	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
CPI-SS00EDDD458	EGFR_MIF	simple:P00533	simple:P14174	ENSG00000146648	ENSG00000240972	True	True	False	IMEx,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	ENSG00000019582	ENSG00000240972	True	True	False	I2D,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.492	0.432	0.492	0.543	0.552	0.624	0.534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979	0.949	1.0	0.979	0.949	1.0	1.0
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	ENSG00000146648	ENSG00000030582	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.18	0.778	0.0	0.12	0.0	0.0	0.0	0.0	0.624	0.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.739	0.06	0.637	1.0	0.192	0.658
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	ENSG00000067182	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.0	1.0	0.192	0.97	1.0	0.756	0.91	0.0	1.0	0.12	0.94	1.0	0.675	0.82	0.0	0.94	0.111	0.73	1.0	0.405	0.7	0.0	0.94	0.141	0.838	1.0	0.414	0.82	0.0	0.94	0.081	0.859	1.0	0.546	0.799	0.03	1.0	0.244	0.97	1.0	0.85	0.91	0.0	0.243	0.03	0.363	0.949	0.021	0.312
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	ENSG00000028137	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.0	1.0	0.12	0.94	1.0	0.747	0.82	0.0	1.0	0.162	0.94	1.0	0.726	0.82	0.0	1.0	0.09	0.859	1.0	0.423	0.79	0.0	1.0	0.162	0.94	1.0	0.726	0.85	0.0	1.0	0.12	0.94	1.0	0.615	0.82	0.0	1.0	0.141	0.94	1.0	0.726	0.82	0.0	1.0	0.12	0.94	1.0	0.555	0.82
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	ENSG00000146648	ENSG00000174808	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.03	1.0	1.0	1.0	1.0
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ENSG00000065361	ENSG00000174808	True	True	False	curated	False	0.0	1.0	0.355	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.778	1.0	0.919	1.0	1.0	1.0	1.0
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	ENSG00000146648	ENSG00000122218	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.534	0.0	0.021	0.261	0.0	0.093
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	ENSG00000019582	ENSG00000122218	True	True	False	IMEx,IntAct	False	1.0	1.0	0.12	0.505	0.889	0.021	0.537	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.513	0.837	0.09	0.333	0.603	0.081	0.456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.586	0.838	1.0	0.466	0.889	0.949	1.0	0.598	0.748	0.94	0.457	0.859
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	ENSG00000146648	ENSG00000113070	True	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	ENSG00000026508	ENSG00000113070	True	True	True	I2D,InnateDB-All	False	0.949	0.949	0.928	0.568	0.06	0.979	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.88	0.88	0.747	0.324	0.88	0.312	1.0	1.0	1.0	0.979	0.907	1.0	0.898
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ENSG00000178568	ENSG00000113070	True	True	True	curated	False	1.0	1.0	0.847	0.102	0.0	0.97	0.0	1.0	1.0	1.0	0.466	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	1.0	0.859	0.324	0.03	0.808	0.0	0.436	0.727	0.535	0.274	0.06	0.736	0.0	0.859	1.0	0.859	0.303	0.03	0.919	0.0	0.544	0.685	0.574	0.252	0.0	0.694	0.0
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	ENSG00000072274	ENSG00000102524	True	True	False	IMEx,IntAct	False	0.625	0.706	0.424	0.436	0.658	0.757	0.06	0.0	0.03	0.03	0.0	0.03	0.06	0.0	0.88	0.85	0.799	0.82	0.91	0.91	0.739	0.768	0.747	0.798	0.747	0.768	0.798	0.666	0.042	0.042	0.042	0.021	0.042	0.042	0.042	1.0	1.0	0.97	0.949	0.97	1.0	0.919	0.897	0.918	0.828	0.918	0.918	0.918	0.765
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	ENSG00000101017	ENSG00000102524	True	True	False	I2D,InnateDB	False	0.0	0.12	0.021	0.072	0.192	0.423	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.696	0.231	0.261	0.051	0.111	0.141	0.252	0.03	0.478	0.478	0.427	0.418	0.508	0.559	0.171	0.09	0.141	0.09	0.102	0.171	0.252	0.0	1.0	0.97	0.91	0.94	1.0	1.0	0.765	0.021	0.06	0.051	0.03	0.081	0.051	0.0
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	0.97	0.97	0.372	1.0	0.979	0.556	0.927	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.492	0.402	0.18	0.898	0.736	0.355	0.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.769	1.0	1.0	0.919	1.0	0.97	0.958	0.718	1.0	1.0	0.838	0.97
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ENSG00000090339	ENSG00000197471	False	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.132	0.132	0.153	0.132	0.132	0.132	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ENSG00000090339	ENSG00000005844	False	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.132	0.132	0.132	0.132	0.132	0.132	0.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	ENSG00000026508	ENSG00000007908	False	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0BDC04683	CEACAM1_SELE	simple:P13688	simple:P16581	ENSG00000079385	ENSG00000007908	True	False	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ENSG00000178568	ENSG00000169752	True	True	False	curated	False	0.868	0.94	0.91	0.0	0.778	0.504	1.0	1.0	1.0	1.0	0.0	1.0	0.918	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.799	0.97	0.919	0.0	0.859	0.597	0.949	0.424	0.586	0.748	0.0	0.526	0.355	0.808	0.889	0.919	0.97	0.0	0.859	0.765	1.0	0.484	0.604	0.736	0.0	0.544	0.372	0.787
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	ENSG00000099250	ENSG00000112715	True	True	False	curated	False	1.0	0.0	1.0	0.919	1.0	0.91	1.0	1.0	0.829	1.0	1.0	1.0	1.0	1.0	0.91	0.09	0.97	0.949	1.0	0.859	1.0	1.0	0.816	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.747	0.03	0.97	0.97	1.0	0.687	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	ENSG00000118257	ENSG00000112715	True	True	False	curated	False	1.0	0.0	1.0	0.919	1.0	0.799	1.0	0.97	0.0	1.0	0.919	1.0	0.799	1.0	0.97	0.0	1.0	0.919	1.0	0.82	1.0	1.0	0.0	1.0	0.919	1.0	0.859	1.0	1.0	0.0	1.0	0.919	1.0	0.88	1.0	1.0	0.0	1.0	0.919	1.0	0.91	1.0	0.0	0.0	0.0	0.03	0.111	0.0	0.0
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	ENSG00000099250	ENSG00000119630	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.321	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	ENSG00000118257	ENSG00000119630	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	ENSG00000102755	ENSG00000119630	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	ENSG00000099250	ENSG00000173511	True	True	False	curated	False	0.889	0.91	0.214	1.0	1.0	0.0	0.778	1.0	1.0	1.0	1.0	1.0	0.171	1.0	0.859	0.91	0.466	1.0	1.0	0.03	0.799	1.0	1.0	0.979	1.0	1.0	0.462	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666	0.718	0.183	1.0	1.0	0.0	0.786	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	ENSG00000102755	ENSG00000173511	True	True	False	curated	False	1.0	1.0	0.205	1.0	1.0	0.0	0.859	0.91	0.91	0.103	1.0	1.0	0.0	0.808	0.829	0.88	0.213	1.0	1.0	0.0	0.777	0.94	0.85	0.376	1.0	1.0	0.0	0.889	0.91	0.91	0.325	1.0	1.0	0.0	0.889	0.889	0.859	0.184	1.0	1.0	0.0	0.799	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ENSG00000169252	ENSG00000173511	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	ENSG00000099250	ENSG00000075213	True	True	False	curated	False	0.919	0.769	0.303	0.838	0.868	0.97	0.12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.889	0.889	0.676	0.919	0.847	0.919	0.535	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.739	0.666	0.333	0.696	0.666	0.696	0.282	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F15C1AB3	NRP2_SEMA3F	simple:O60462	simple:Q13275	ENSG00000118257	ENSG00000001617	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.304	1.0	1.0	1.0	1.0	1.0	1.0	0.162	1.0	1.0	1.0	1.0	1.0	1.0	0.09	1.0	1.0	1.0	1.0	1.0	1.0	0.0
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	ENSG00000118257	ENSG00000075223	True	True	False	curated	False	1.0	1.0	1.0	0.03	0.153	1.0	0.0	1.0	1.0	0.979	0.0	0.183	1.0	0.0	0.979	0.919	0.868	0.03	0.243	0.919	0.0	1.0	1.0	1.0	0.274	0.577	0.97	0.082	1.0	1.0	1.0	0.141	0.456	1.0	0.03	1.0	1.0	1.0	0.06	0.495	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03FA58286	TNF_VSIR	simple:P01375	simple:Q9H7M9	ENSG00000232810	ENSG00000107738	True	False	True	IMEx,IntAct	False	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0
