id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SS00E68BB92	FGF7_FGFR3	simple:P21781	simple:P22607	ENSG00000140285	ENSG00000068078	True	False	True	I2D	False	1.0	1.0	1.0	0.052	0.0	1.0	1.0	1.0	1.0	1.0	0.03	0.0	1.0	1.0	1.0	1.0	1.0	0.162	0.0	1.0	1.0	1.0	1.0	1.0	0.073	0.0	1.0	1.0	1.0	1.0	1.0	0.102	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	ENSG00000066468	ENSG00000068078	True	True	True	IMEx,InnateDB-All	False	1.0	1.0	1.0	0.376	0.0	1.0	1.0	1.0	1.0	1.0	0.307	0.0	1.0	1.0	1.0	1.0	1.0	0.202	0.0	1.0	1.0	1.0	1.0	1.0	0.304	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.312	0.0	1.0	1.0	1.0	1.0	1.0	0.313	0.021	1.0	1.0
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	ENSG00000118785	ENSG00000171522	True	False	True	IMEx,MINT	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.234	1.0	1.0	0.264	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.09	1.0	1.0	0.09	1.0	1.0	1.0
CPI-SS068C742A1	FGF1_TGFBR3	simple:P05230	simple:Q03167	ENSG00000113578	ENSG00000069702	True	False	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.957	1.0	1.0	0.837
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	ENSG00000105329	ENSG00000069702	True	False	True	curated	False	1.0	0.0	0.0	0.979	1.0	1.0	0.949	1.0	0.0	0.0	0.957	1.0	1.0	0.867	1.0	0.0	0.0	0.979	1.0	1.0	0.949	1.0	0.0	0.0	0.979	1.0	1.0	0.919	1.0	0.0	0.0	0.957	1.0	1.0	0.927	1.0	0.0	0.0	0.957	1.0	1.0	0.837	0.154	0.0	0.0	0.162	0.133	1.0	0.141
CPI-SS0FB37E079	INHA_TGFBR3	simple:P05111	simple:Q03167	ENSG00000123999	ENSG00000069702	True	False	True	I2D	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.714	0.859	1.0	0.465	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	ENSG00000119699	ENSG00000069702	True	False	True	curated	False	1.0	0.0	0.0	1.0	1.0	1.0	0.919	1.0	0.0	0.0	0.979	1.0	1.0	0.949	1.0	0.0	0.0	0.936	1.0	1.0	0.786	1.0	0.0	0.0	0.957	1.0	1.0	0.927	1.0	0.0	0.0	1.0	1.0	1.0	0.979	1.0	0.0	0.0	1.0	1.0	1.0	0.949	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	ENSG00000092969	ENSG00000069702	True	False	True	curated	False	1.0	0.0	0.0	1.0	1.0	1.0	0.949	1.0	0.0	0.0	1.0	1.0	1.0	0.949	1.0	0.0	0.0	0.979	1.0	1.0	0.949	1.0	0.0	0.0	0.774	0.808	1.0	0.546	0.102	0.0	0.0	0.162	0.102	1.0	0.111	1.0	0.0	0.0	0.979	1.0	1.0	0.927	1.0	0.0	0.0	0.876	0.97	1.0	0.726
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	ENSG00000198910	ENSG00000198910	False	False	False	curated	False	0.0	0.12	0.495	1.0	1.0	0.0	0.496	0.12	0.684	0.97	1.0	1.0	0.03	0.847	0.495	0.97	0.868	1.0	1.0	0.234	0.919	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.919	1.0	0.0	0.03	0.234	1.0	0.919	0.0	0.282	0.496	0.847	0.919	1.0	1.0	0.282	0.706
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	ENSG00000154721	ENSG00000166086	True	False	False	curated	False	1.0	0.496	0.06	1.0	1.0	0.0	0.0	0.88	0.483	0.06	1.0	1.0	0.0	0.0	0.91	0.495	0.06	1.0	1.0	0.0	0.0	0.889	0.42	0.06	1.0	1.0	0.0	0.0	0.88	0.513	0.06	1.0	1.0	0.0	0.0	0.748	0.351	0.06	1.0	1.0	0.0	0.0	0.03	0.0	0.03	0.858	0.979	0.0	0.0
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	ENSG00000166086	ENSG00000166086	True	False	False	curated	False	0.88	0.85	0.06	1.0	1.0	0.0	0.0	0.85	0.402	0.09	1.0	1.0	0.0	0.0	0.06	0.09	0.06	0.717	0.778	0.0	0.0	1.0	1.0	0.717	1.0	1.0	0.717	0.09	1.0	1.0	0.778	1.0	1.0	0.868	0.052	0.0	0.0	0.0	0.717	0.868	0.0	0.0	0.0	0.0	0.0	0.09	0.052	0.0	0.0
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	ENSG00000126262	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.141	0.0	0.204	0.15	0.0	0.342	0.667	1.0	0.253	0.547	0.342	0.06	0.94	0.868	0.525	0.273	0.435	0.333	0.111	0.636	0.82	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	ENSG00000204525	ENSG00000196937	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	0.97	0.948	0.867	1.0	1.0	0.133	0.133	0.154	0.133	0.133	0.154	0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.697	0.646	0.646	0.594	0.565	0.676	0.757
CPI-SS0528A694B	GPR42_FAM3C	simple:O15529	simple:Q92520	ENSG00000126251	ENSG00000196937	True	True	False	IMEx,IntAct	False	0.97	0.103	0.345	0.282	0.03	0.82	0.829	0.949	0.073	0.345	0.282	0.03	0.777	0.829	1.0	0.184	0.405	0.312	0.06	0.88	0.829	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.205	0.427	0.303	0.06	0.88	0.829	0.846	0.0	0.345	0.252	0.0	0.696	0.778	1.0	0.175	0.426	0.342	0.06	0.88	0.829
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	ENSG00000185896	ENSG00000196937	True	True	False	InnateDB-All	False	0.333	0.0	0.285	0.201	0.0	0.282	0.586	0.739	0.277	0.469	0.264	0.261	0.769	0.859	0.978	0.978	0.978	0.957	0.918	0.978	1.0	0.979	0.979	0.979	0.957	0.949	0.979	1.0	0.919	0.757	0.859	0.637	0.625	0.898	0.919	0.03	0.0	0.021	0.03	0.0	0.03	0.201	0.799	0.769	0.769	0.636	0.637	0.799	0.859
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	ENSG00000154639	ENSG00000196937	True	True	False	IMEx,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ENSG00000159618	ENSG00000196937	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.03	1.0	1.0	1.0	0.837	0.829	1.0	1.0	1.0	1.0	1.0	1.0	0.97	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.261	0.09	0.192	0.15	0.03	0.291	0.565	1.0	0.97	1.0	0.91	0.919	1.0	1.0
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	ENSG00000126262	ENSG00000232810	True	True	False	IMEx,IntAct	False	0.0	0.03	0.03	0.0	0.0	0.123	0.09	0.94	0.928	0.192	0.06	0.15	0.919	0.889	0.414	0.414	0.273	0.03	0.222	0.465	0.414	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0E91E504D	HLA-C_TSHB	simple:HLAC	simple:P01222	ENSG00000204525	ENSG00000134200	True	True	False	InnateDB-All	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97	1.0	0.97	1.0	0.97	1.0	0.97	0.133	0.133	0.154	1.0	0.133	0.133	0.184	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.646	0.646	0.676	1.0	0.697	0.646	0.676
CPI-SS0D795AC00	EGFR_CNTF	simple:P00533	simple:P26441	ENSG00000146648	ENSG00000242689	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979	0.979	0.979	0.979	0.979	1.0	0.979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.666	0.688	0.688	0.688	0.688	0.709	0.688
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	ENSG00000146648	ENSG00000157168	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.667	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.91	1.0	1.0	1.0	1.0	1.0	1.0	0.555	1.0
CPI-SS076BC3BA6	HLA-DPB1_NRG1	simple:HLADPB1	simple:Q02297	ENSG00000223865	ENSG00000157168	True	True	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.234	1.0
CPI-SS09375CA29	ADGRL1_NRG1	simple:O94910	simple:Q02297	ENSG00000072071	ENSG00000157168	True	True	True	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	0.709	1.0	1.0	1.0	1.0	1.0	1.0	0.85	1.0	1.0	1.0	1.0	1.0	1.0	0.928	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.859	1.0
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ENSG00000065361	ENSG00000157168	True	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.444	1.0
CPI-SS0E25CE362	EGFR_TGFA	simple:P00533	simple:P01135	ENSG00000146648	ENSG00000163235	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.192	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.261	0.0	1.0	1.0	1.0	1.0	1.0	0.171	0.0	1.0	1.0
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	ENSG00000146648	ENSG00000105329	True	True	False	IMEx,InnateDB-All,MINT	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.94	0.979	0.97	1.0	0.928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.97	1.0	1.0	1.0	0.0	0.82	0.687	0.76	0.79	0.837	0.726	0.0
CPI-SS00EDDD458	EGFR_MIF	simple:P00533	simple:P14174	ENSG00000146648	ENSG00000240972	True	True	False	IMEx,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.979	0.697	1.0	0.616	1.0	0.94	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.94	1.0	0.949	1.0	1.0	1.0	0.739	0.585	0.91	0.534	0.97	0.687	0.97
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	ENSG00000019582	ENSG00000240972	True	True	False	I2D,InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.06	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.483	0.423	0.534	0.423	0.555	0.474	0.513
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	ENSG00000146648	ENSG00000030582	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.09	1.0	1.0	0.657	0.88	0.979	0.525	0.0	0.0	0.171	0.03	0.0	0.0	0.03	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.06	1.0	1.0	0.747	0.91	1.0	0.606	0.102	0.889	1.0	0.678	0.88	0.949	0.486
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	ENSG00000067182	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.0	1.0	1.0	0.708	0.94	1.0	0.606	0.0	0.97	0.97	0.555	0.829	0.979	0.423	0.06	0.799	1.0	0.606	0.837	0.948	0.453	0.0	0.222	0.889	0.162	0.231	0.273	0.09	0.0	0.0	0.756	0.051	0.081	0.051	0.09	0.223	1.0	1.0	0.777	0.91	0.979	0.597	0.0	0.03	0.619	0.081	0.03	0.051	0.09
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	ENSG00000028137	ENSG00000030582	True	True	False	IMEx,InnateDB-All,MINT	False	0.0	0.94	1.0	0.555	0.88	0.979	0.393	0.0	0.94	1.0	0.576	0.88	0.979	0.384	0.0	0.424	0.97	0.324	0.486	0.603	0.24	0.0	0.91	1.0	0.555	0.88	0.979	0.342	0.0	0.91	1.0	0.555	0.91	0.979	0.402	0.0	0.94	1.0	0.495	0.88	0.979	0.342	0.0	0.406	0.97	0.324	0.537	0.552	0.291
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	ENSG00000146648	ENSG00000174808	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.877	0.838	0.73	0.97	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.97	0.94	1.0	1.0	0.97	0.03	0.615	0.709	0.717	0.859	0.94	0.867	0.03
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ENSG00000065361	ENSG00000174808	True	True	False	curated	False	0.09	0.21	0.315	0.667	0.88	0.534	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.496	0.466	0.556	0.727	0.787	0.585	0.0
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	ENSG00000146648	ENSG00000122218	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.465	1.0	0.97	0.292	0.514	0.15	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666	1.0	1.0	0.27	0.603	0.171	0.03	0.405	1.0	0.97	0.24	0.363	0.234	0.03
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	ENSG00000019582	ENSG00000122218	True	True	False	IMEx,IntAct	False	0.88	1.0	1.0	0.322	0.736	0.414	0.03	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.265	0.586	0.03	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.745	0.979	0.928	0.384	0.453	0.739	0.829	0.321	0.402	0.363	0.102
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	ENSG00000146648	ENSG00000113070	True	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.82	0.667	0.0	0.877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	1.0	0.91	0.877	0.0	0.97	0.0	0.82	0.94	0.567	0.628	0.0	0.765	0.0
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	ENSG00000026508	ENSG00000113070	True	True	True	I2D,InnateDB-All	False	1.0	1.0	1.0	1.0	0.282	1.0	0.111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.769	0.859	0.709	0.739	0.466	0.709	0.385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.12	0.0	0.03	0.0	0.03	0.0	0.282	0.312	0.222	0.252	0.132	0.282	0.102
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ENSG00000178568	ENSG00000113070	True	True	True	curated	False	1.0	1.0	0.678	0.526	0.0	0.898	0.0	1.0	1.0	0.88	0.808	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	1.0	0.498	0.427	0.0	0.504	0.0	0.838	1.0	0.418	0.385	0.0	0.556	0.0	1.0	1.0	0.829	0.676	0.0	0.868	0.0	1.0	1.0	0.696	0.697	0.021	0.846	0.03
CPI-SS05D23BCE8	HLA-DPB1_TNFSF13B	simple:HLADPB1	simple:Q9Y275	ENSG00000223865	ENSG00000102524	True	True	False	InnateDB-All	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.294	0.354	0.294	0.132	0.376	0.324	0.414
CPI-SS03133B4F2	TFRC_TNFSF13B	simple:P02786	simple:Q9Y275	ENSG00000072274	ENSG00000102524	True	True	False	IMEx,IntAct	False	0.807	0.979	0.837	0.18	0.919	0.919	0.654	0.0	0.021	0.021	0.0	0.022	0.021	0.021	0.85	0.91	0.82	0.676	0.91	0.91	0.829	0.726	0.777	0.777	0.666	0.778	0.756	0.747	0.0	0.03	0.0	0.03	0.0	0.0	0.09	1.0	1.0	1.0	0.97	1.0	1.0	1.0	0.333	0.333	0.333	0.252	0.363	0.363	0.294
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	ENSG00000101017	ENSG00000102524	True	True	False	I2D,InnateDB	False	0.315	0.918	0.474	0.06	0.85	0.807	0.444	1.0	1.0	1.0	0.232	1.0	1.0	0.88	0.0	0.0	0.06	0.0	0.082	0.03	0.06	0.15	0.24	0.24	0.12	0.202	0.231	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.97	0.94	0.274	0.97	0.94	0.766	0.15	0.282	0.171	0.15	0.291	0.24	0.252
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	1.0	1.0	0.717	1.0	0.0	1.0	0.273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.06	0.06	0.0	0.504	0.0	0.312	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.343	1.0	0.889	0.555	0.555	0.393	0.808	0.021	0.697	0.231
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ENSG00000090339	ENSG00000197471	False	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.363	0.423	0.252	0.393	0.393	0.385	0.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.03	0.03	0.03	0.03	0.03	0.03
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ENSG00000090339	ENSG00000005844	False	True	True	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.363	0.363	0.363	0.363	0.363	0.393	0.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.03	0.03	0.03	0.03	0.03	0.03	0.03
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ENSG00000178568	ENSG00000169752	True	True	False	curated	False	1.0	1.0	0.406	0.0	0.402	1.0	0.273	1.0	1.0	0.67	0.0	0.723	1.0	0.385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.648	0.79	0.396	0.0	0.252	0.768	0.294	0.778	0.859	0.295	0.0	0.364	0.829	0.274	1.0	0.979	0.364	0.0	0.603	0.919	0.372	1.0	1.0	0.435	0.0	0.483	0.868	0.474
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	ENSG00000099250	ENSG00000112715	True	True	False	curated	False	0.948	0.0	1.0	0.838	1.0	1.0	0.97	1.0	0.111	1.0	1.0	1.0	1.0	1.0	0.97	0.06	1.0	0.97	1.0	1.0	0.97	0.97	0.15	1.0	0.97	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.787	0.0	1.0	0.838	0.979	1.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	ENSG00000118257	ENSG00000112715	True	True	False	curated	False	1.0	0.0	1.0	0.868	1.0	1.0	0.97	1.0	0.0	1.0	0.859	1.0	1.0	1.0	0.97	0.0	1.0	0.838	1.0	1.0	0.97	0.97	0.0	1.0	0.898	1.0	1.0	0.97	1.0	0.0	1.0	0.868	1.0	1.0	1.0	1.0	0.0	1.0	0.919	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	ENSG00000099250	ENSG00000119630	True	True	False	curated	False	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88	1.0	1.0	1.0	1.0	1.0	1.0	0.12	1.0	1.0	1.0	1.0	1.0	1.0	0.325	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
