id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	$\alpha{-}cells$|$\alpha{-}cells$	$\alpha{-}cells$|$\beta{-}cells$	$\alpha{-}cells$|$\delta{-}cells$	$\alpha{-}cells$|Acinar cells	$\alpha{-}cells$|Ductal cells	$\alpha{-}cells$|PP cells	$\alpha{-}cells$|Stellate cells	$\beta{-}cells$|$\alpha{-}cells$	$\beta{-}cells$|$\beta{-}cells$	$\beta{-}cells$|$\delta{-}cells$	$\beta{-}cells$|Acinar cells	$\beta{-}cells$|Ductal cells	$\beta{-}cells$|PP cells	$\beta{-}cells$|Stellate cells	$\delta{-}cells$|$\alpha{-}cells$	$\delta{-}cells$|$\beta{-}cells$	$\delta{-}cells$|$\delta{-}cells$	$\delta{-}cells$|Acinar cells	$\delta{-}cells$|Ductal cells	$\delta{-}cells$|PP cells	$\delta{-}cells$|Stellate cells	Acinar cells|$\alpha{-}cells$	Acinar cells|$\beta{-}cells$	Acinar cells|$\delta{-}cells$	Acinar cells|Acinar cells	Acinar cells|Ductal cells	Acinar cells|PP cells	Acinar cells|Stellate cells	Ductal cells|$\alpha{-}cells$	Ductal cells|$\beta{-}cells$	Ductal cells|$\delta{-}cells$	Ductal cells|Acinar cells	Ductal cells|Ductal cells	Ductal cells|PP cells	Ductal cells|Stellate cells	PP cells|$\alpha{-}cells$	PP cells|$\beta{-}cells$	PP cells|$\delta{-}cells$	PP cells|Acinar cells	PP cells|Ductal cells	PP cells|PP cells	PP cells|Stellate cells	Stellate cells|$\alpha{-}cells$	Stellate cells|$\beta{-}cells$	Stellate cells|$\delta{-}cells$	Stellate cells|Acinar cells	Stellate cells|Ductal cells	Stellate cells|PP cells	Stellate cells|Stellate cells
CPI-SC095A2C115	PLAUR_aVb3 complex	simple:Q03405	complex:aVb3 complex	ENSG00000011422		True	True	False	curated	True	0.327							0.002							0.002														0.004	0.005	0.005	0.005		0.005	0.005	0.006							0.002	0.007	0.007	0.007		0.007	0.007	0.008
CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	ENSG00000138685	ENSG00000127418	True	False	True	I2D	False	0.327				0.001	0.001						0.001	0.001						0.001	0.001						0.001	0.001						0.002	0.002		0.001				0.001	0.001						0.002	0.002		0.002
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	ENSG00000187266	ENSG00000049130	True	True	False	I2D	False	0.327				0.002	0.002		0.002				0.002	0.002		0.002				0.001	0.001		0.002															0.001	0.001	0.001	0.002	0.002	0.001	0.002							
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	ENSG00000102265	ENSG00000066468	True	False	True	InnateDB-All	False	0.327	0.014	0.014	0.014	0.014	0.015	0.014	0.014												0.015																					0.015			0.023	0.023	0.023	0.023	0.025	0.023	0.023
CPI-SC09FDA4F45	COL6A1_a1b1 complex	simple:P12109	complex:a1b1 complex	ENSG00000142156		True	False	False	curated	True	0.327							0.012							0.012							0.012							0.012							0.012	0.003	0.003				0.004	0.014	0.011	0.01	0.009	0.009	0.01	0.011	0.021
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	ENSG00000125735	ENSG00000111321	True	False	True	curated	False	0.327				0.002		0.002					0.002		0.002					0.002		0.002					0.003	0.002	0.002					0.003	0.002	0.002					0.002		0.002					0.002		0.002	
CPI-SS0632A027A	CD44_HBEGF	simple:P16070	simple:Q99075	ENSG00000026508	ENSG00000113070	True	True	True	I2D,InnateDB-All	False	0.327																						0.025	0.025	0.026	0.025	0.027	0.026	0.027	0.023	0.022	0.023	0.023	0.024	0.023	0.024					0.01		0.011							
CPI-SS0ED2573CA	TNFSF11_TNFRSF11A	simple:O14788	simple:Q9Y6Q6	ENSG00000120659	ENSG00000141655	True	True	True	curated	False	0.327		0.001				0.001			0.001				0.001			0.001				0.001			0.002			0.002	0.002			0.002			0.002	0.002			0.001				0.001			0.001				0.001	
CPI-SS03DA2A820	FGF2_CD44	simple:P09038	simple:P16070	ENSG00000138685	ENSG00000026508	True	False	True	I2D,InnateDB-All	False	0.327				0.025	0.022						0.025	0.022						0.025	0.022						0.025	0.022						0.026	0.023	0.009					0.025	0.022						0.027	0.024	0.01	
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	ENSG00000099250	ENSG00000075213	True	True	False	curated	False	0.327			0.004																										0.007	0.008	0.008	0.007	0.007	0.007	0.008			0.004					0.012	0.013	0.013	0.012	0.012	0.012	0.013
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	ENSG00000110492	ENSG00000106278	True	False	False	curated	False	0.327	0.003	0.003		0.003	0.003	0.003	0.004								0.004	0.003	0.003	0.003	0.004	0.003	0.005							0.004								0.003						0.004							
CPI-CS04F78ACD6	ACVR_1B2A receptor_GDF11	complex:ACVR_1B2A receptor	simple:O95390		ENSG00000135414	True	True	False	curated	False	0.327								0.001	0.001	0.001		0.001	0.001	0.001	0.002		0.001		0.002		0.002								0.002	0.001	0.001		0.001	0.001	0.001														
CPI-SS012AFC842	MDK_ALK	simple:P21741	simple:Q9UM73	ENSG00000110492	ENSG00000171094	True	False	True	curated	False	0.327	0.003	0.003	0.003	0.003	0.003	0.003	0.003								0.003	0.003	0.003	0.003	0.003	0.003	0.003																	0.003		0.003									
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	ENSG00000114251	ENSG00000163251	True	False	True	curated	False	0.327				0.003	0.002	0.002					0.003		0.002					0.003							0.003							0.003							0.003		0.002		0.008	0.008	0.008	0.01	0.009	0.009	
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	ENSG00000099250	ENSG00000173511	True	True	False	curated	False	0.327						0.005																							0.009	0.009	0.008	0.008	0.007	0.009	0.008						0.005		0.013	0.014	0.013	0.013	0.012	0.014	0.013
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	ENSG00000118785	ENSG00000026508	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.327											0.028	0.026	0.012					0.025	0.022						0.027	0.025			0.027	0.024	0.027	0.046	0.043	0.03	0.028											0.028	0.025		
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	ENSG00000115414		True	False	False	curated	True	0.347							0.005							0.005							0.005	0.004				0.005		0.007	0.004				0.005		0.006							0.005	0.017	0.016	0.016	0.015	0.018	0.017	0.02
CPI-SS0055264F3	EGFR_TGFB1	simple:P00533	simple:P01137	ENSG00000146648	ENSG00000105329	True	True	False	IMEx,InnateDB-All,MINT	False	0.347																					0.002	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.003	0.004	0.003	0.003	0.003	0.003	0.005							0.002							0.002
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	ENSG00000041982		True	False	False	curated	True	0.347							0.001							0.001							0.001								0.001	0.001	0.002	0.001	0.001	0.001	0.002							0.001	0.001	0.001	0.001		0.001	0.001	0.002
CPI-SS0D2539AEB	FPR3_HEBP1	simple:P25089	simple:Q9NRV9	ENSG00000187474	ENSG00000013583	False	True	False	guidetopharmacology.org	False	0.347				0.003	0.002						0.003	0.002				0.001	0.001	0.003	0.002		0.001				0.003	0.002						0.003	0.002						0.003	0.002						0.003	0.002		
CPI-SC04085F9F9	COL6A1_a11b1 complex	simple:P12109	complex:a11b1 complex	ENSG00000142156		True	False	False	curated	True	0.347							0.003							0.003							0.003							0.003							0.003	0.002	0.002	0.002		0.002	0.002	0.005	0.009	0.009	0.009		0.009	0.009	0.012
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	ENSG00000110492	ENSG00000137642	True	False	True	InnateDB-All	False	0.347		0.016	0.013			0.011			0.014	0.011						0.017	0.013			0.011			0.016	0.013						0.016	0.012						0.016	0.013			0.011			0.014	0.011				
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	ENSG00000133216	ENSG00000125266	False	True	True	curated	False	0.347					0.001		0.002					0.001		0.001					0.001		0.001							0.001	0.003	0.002	0.002	0.002	0.003	0.002	0.004					0.001		0.002							0.002
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	ENSG00000134871		True	False	False	curated	True	0.347																									0.007	0.008		0.005	0.004	0.003	0.004	0.009	0.01	0.004	0.007								0.014	0.014	0.014	0.019	0.02	0.015	0.018
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	ENSG00000232810	ENSG00000168758	True	False	True	InnateDB-All	False	0.347			0.0							0.0							0.001	0.0		0.0	0.001	0.001		0.001	0.001	0.001	0.001	0.001			0.001	0.0		0.001	0.001			0.0											
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	0.347					0.006														0.008		0.007	0.01	0.01	0.011	0.009	0.012	0.01	0.011	0.014	0.014	0.014	0.013	0.016	0.013	0.015														
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	ENSG00000081237	ENSG00000012124	False	False	True	curated	False	0.347		0.001	0.002						0.001	0.002					0.002	0.002	0.003	0.002	0.002	0.002	0.001			0.002						0.001	0.002						0.001	0.002							0.002				
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	ENSG00000101384	ENSG00000204301	False	False	True	curated	False	0.347							0.002							0.002							0.002							0.003	0.003	0.003	0.003		0.004	0.003	0.005							0.002	0.003	0.003	0.003		0.003	0.003	0.005
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	ENSG00000182871		True	False	False	curated	True	0.347																									0.006	0.007		0.004	0.005	0.004	0.004	0.009	0.01	0.005	0.008								0.005	0.005	0.005	0.01	0.011	0.006	0.009
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	ENSG00000138685		True	False	False	curated	True	0.347							0.001							0.001							0.001							0.001	0.001	0.001	0.001		0.001	0.001	0.002							0.001	0.001	0.001	0.001		0.001	0.001	0.002
CPI-SC0A58E6695	TNC_aVb3 complex	simple:P24821	complex:aVb3 complex	ENSG00000041982		True	False	False	curated	True	0.347							0.001							0.001							0.001							0.001	0.001	0.001	0.001		0.001	0.001	0.002							0.001	0.001	0.001	0.001		0.001	0.001	0.002
CPI-SS088A0A760	EGFR_COPA	simple:P00533	simple:P53621	ENSG00000146648	ENSG00000122218	True	True	False	InnateDB-All	False	0.367																					0.008	0.009	0.008	0.008	0.01	0.009	0.01	0.011	0.01	0.009	0.009	0.011	0.01	0.011	0.011							0.008						0.007	0.008
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	ENSG00000137801		False	False	False	curated	True	0.367																						0.005	0.005	0.005		0.005	0.005	0.006	0.002	0.002	0.002		0.002	0.002	0.004								0.017	0.017	0.017		0.017	0.017	0.018
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	ENSG00000049089		True	False	False	curated	True	0.367				0.007	0.008		0.005				0.006	0.007		0.005				0.006	0.007		0.004											0.006	0.007		0.005				0.007	0.008		0.006				0.006	0.007		0.004
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ENSG00000178568	ENSG00000113070	True	True	True	curated	False	0.367					0.002		0.002					0.002		0.002	0.004	0.003	0.004	0.004	0.005	0.004	0.005							0.002					0.002		0.002					0.002		0.002					0.002		0.002
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	ENSG00000134853	ENSG00000145431	True	True	False	curated	False	0.367					0.003		0.002					0.003		0.002				0.001	0.003		0.002												0.003		0.002					0.003		0.002	0.002	0.002	0.002	0.003	0.004	0.002	0.004
CPI-SC01195CB48	TNC_a8b1 complex	simple:P24821	complex:a8b1 complex	ENSG00000041982		True	False	False	curated	True	0.367							0.001							0.001							0.001								0.001	0.001	0.001	0.001	0.001	0.001	0.002							0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002
CPI-SC0A2FE9693	LAMC1_a7b1 complex	simple:P11047	complex:a7b1 complex	ENSG00000135862		True	False	False	curated	True	0.367																						0.004	0.004	0.004		0.004	0.004	0.004	0.006	0.006	0.006		0.006	0.006	0.006								0.007	0.007	0.007		0.007	0.008	0.007
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	ENSG00000119699	ENSG00000069702	True	False	True	curated	False	0.367		0.005	0.004						0.005	0.004						0.005	0.004						0.004	0.004						0.005	0.004						0.005	0.004					0.007	0.011	0.01	0.007	0.007		0.007
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	ENSG00000138685	ENSG00000066468	True	False	True	curated	False	0.367					0.002							0.002							0.002							0.002			0.001	0.001	0.001		0.002	0.001	0.001					0.002			0.001	0.001	0.001	0.001	0.003	0.001	0.001
CPI-SS0CB4F2FE4	PDGFB_ADGRV1	simple:P01127	simple:Q8WXG9	ENSG00000100311	ENSG00000164199	True	False	True	InnateDB-All	False	0.367		0.002	0.003			0.003			0.002	0.003			0.002			0.002	0.003			0.003										0.003	0.003			0.003			0.002	0.003			0.003			0.003	0.003			0.003	
CPI-SS0CC5DCE80	CDH1_KLRG1	simple:P12830	simple:Q96E93	ENSG00000039068	ENSG00000139187	False	False	True	curated	False	0.367	0.008	0.008	0.008		0.008	0.008	0.008															0.013	0.013	0.013		0.013	0.013	0.013	0.012	0.012	0.013		0.012	0.013	0.013														
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	ENSG00000239697	ENSG00000006327	True	False	True	curated	False	0.367				0.007	0.007		0.004				0.007	0.007		0.004				0.007	0.007		0.004											0.007	0.007		0.004				0.008	0.007		0.004				0.007	0.007		0.004
CPI-CS07B61574B	LIFR_LIF	complex:LIFR	simple:P15018		ENSG00000128342	True	True	False	curated	False	0.367					0.002		0.003					0.003		0.003					0.002		0.003	0.001	0.001	0.001		0.003	0.001	0.004					0.003		0.004					0.002		0.003					0.003		0.004
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	ENSG00000198053	ENSG00000196776	False	True	True	curated	False	0.367				0.011	0.01						0.011	0.01					0.007	0.011	0.01											0.007	0.008	0.012	0.011	0.007					0.011	0.01					0.007	0.011	0.011	0.007	
CPI-SC08F797F90	COL9A1_a2b1 complex	simple:P20849	complex:a2b1 complex	ENSG00000112280		True	False	False	curated	True	0.367				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005											0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	0.367			0.004						0.004	0.005							0.005												0.004	0.006	0.007		0.005	0.006		0.006	0.008	0.008	0.006	0.007	0.007	0.005		0.005	0.006				
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	ENSG00000099250	ENSG00000112715	True	True	False	curated	False	0.367		0.009							0.007							0.008													0.011	0.013	0.009	0.01	0.009	0.009	0.009		0.009						0.015	0.018	0.014	0.015	0.014	0.014	0.014
CPI-SS08B7D54A3	TNF_FAS	simple:P01375	simple:P25445	ENSG00000232810	ENSG00000026103	True	False	True	InnateDB-All	False	0.367					0.002		0.002					0.002		0.002					0.002		0.002	0.001	0.001	0.001		0.002	0.001	0.003					0.002		0.002					0.002		0.002					0.002		0.002
CPI-SS07D71C546	NOTCH2_IL24	simple:Q04721	simple:Q13007	ENSG00000134250	ENSG00000162892	True	True	False	IMEx,InnateDB-All,MINT	False	0.367																						0.002	0.002	0.002		0.002	0.002	0.002	0.004	0.004	0.004		0.004	0.004	0.005								0.004	0.004	0.004		0.004	0.004	0.005
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	ENSG00000169242	ENSG00000146904	True	False	True	curated	False	0.367				0.002	0.002																	0.007	0.007	0.007	0.008	0.008	0.007	0.007	0.006	0.006	0.006	0.006	0.007	0.006	0.006											0.003	0.003		
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	ENSG00000115414		True	False	False	curated	True	0.388				0.004	0.004						0.004	0.004						0.004	0.004						0.006	0.006						0.006	0.006						0.004	0.004			0.016	0.016	0.016	0.019	0.019	0.016	0.016
CPI-SS0A4EE6FE1	LRP5_FAM3B	simple:O75197	simple:P58499	ENSG00000162337	ENSG00000183844	True	True	False	InnateDB-All	False	0.388				0.007	0.004			0.002			0.008	0.004			0.003			0.008	0.005						0.007	0.004						0.007	0.004			0.003	0.002	0.003	0.009	0.005						0.007	0.003		
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	ENSG00000119699		True	False	True	curated	False	0.388					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003	0.007	0.007	0.007	0.007	0.009	0.007	0.01
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	ENSG00000019582	ENSG00000122218	True	True	False	IMEx,IntAct	False	0.388							0.009											0.01	0.009	0.01	0.01	0.013	0.012	0.012	0.014	0.013	0.014	0.015	0.017	0.016	0.016	0.018	0.017	0.018	0.018														
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	ENSG00000121858	ENSG00000137275	True	False	True	InnateDB-All	False	0.388	0.004	0.004		0.004	0.004	0.004	0.005															0.005	0.005		0.006	0.006	0.006	0.006	0.011	0.011	0.011	0.011	0.011	0.011	0.012														
CPI-SS02FBD007E	NECTIN2_NECTIN3	simple:Q92692	simple:Q9NQS3	ENSG00000130202	ENSG00000177707	False	True	False	curated	False	0.388		0.005							0.004							0.005						0.004	0.008	0.006	0.005	0.005	0.004	0.005	0.005	0.008	0.006	0.006	0.005	0.005	0.005		0.004							0.005					
CPI-SS0A83A7E30	TNFSF13_FAS	simple:O75888	simple:P25445	ENSG00000161955	ENSG00000026103	True	False	True	I2D,InnateDB-All	False	0.388					0.002		0.002					0.002		0.002					0.001		0.002	0.001	0.001	0.001		0.002	0.001	0.003		0.001			0.002		0.002					0.001		0.002					0.001		0.002
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	ENSG00000105329		True	False	False	curated	True	0.388				0.005	0.005						0.005	0.006						0.005	0.005						0.005	0.005						0.005	0.005						0.005	0.005			0.002	0.002	0.002	0.007	0.007	0.002	0.002
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	ENSG00000197467		False	False	False	curated	True	0.388				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005											0.006	0.007		0.005				0.006	0.007		0.005				0.007	0.008	0.003	0.006
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	ENSG00000119699		True	False	True	curated	False	0.388					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003					0.002		0.003	0.007	0.007	0.007	0.007	0.009	0.007	0.01
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ENSG00000135046	ENSG00000187474	True	False	True	guidetopharmacology.org	False	0.388															0.002	0.002	0.002	0.002		0.002									0.005	0.005	0.005	0.005	0.005	0.005	0.005								0.009	0.009	0.01	0.009	0.009	0.009	0.009
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	ENSG00000170381	ENSG00000004399	True	False	True	curated	False	0.388	0.003	0.003		0.003		0.003	0.005								0.004	0.004	0.004	0.004	0.004	0.004	0.006															0.006	0.007	0.006	0.007	0.006	0.007	0.008							
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	ENSG00000204291		True	False	False	curated	True	0.388				0.006	0.007		0.005				0.006	0.007		0.005				0.006	0.007		0.005																		0.006	0.007		0.005	0.013	0.013	0.013	0.018	0.019	0.014	0.017
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ENSG00000012779	ENSG00000132965	False	False	False	guidetopharmacology.org	False	0.408			0.003					0.002	0.002	0.004		0.002	0.002			0.002	0.004		0.002	0.002		0.003	0.003	0.006	0.003	0.004	0.003	0.003			0.004							0.003							0.003				
CPI-CS08A853007	BMR1B_AVR2B_BMP7	complex:BMR1B_AVR2B	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.408																													0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001		0.0	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	ENSG00000146648	ENSG00000113070	True	True	True	curated	False	0.408																			0.002		0.002	0.003	0.003	0.003	0.003	0.004	0.003	0.005	0.004	0.004	0.004	0.004	0.005	0.004	0.005					0.002		0.002					0.002		0.002
CPI-SS03FA58286	TNF_VSIR	simple:P01375	simple:Q9H7M9	ENSG00000232810	ENSG00000107738	True	False	True	IMEx,IntAct	False	0.408				0.001	0.001		0.001				0.001	0.001		0.001				0.001	0.001		0.001				0.001	0.002		0.002				0.001	0.001		0.001				0.001	0.001		0.001				0.001	0.001		
CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.408																													0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001		0.0	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	ENSG00000167601	ENSG00000134470	True	True	True	I2D	False	0.408				0.003	0.002		0.002				0.003	0.002		0.002				0.003	0.002		0.002				0.003			0.002				0.003	0.002		0.002				0.003	0.002		0.003				0.012	0.011		0.011
CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		ENSG00000101144	True	True	False	curated	False	0.408																													0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001		0.0	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-CS05AB368CE	CD94:NKG2C_HLA-E	complex:CD94:NKG2C	simple:P13747		ENSG00000204592	False	True	False	curated	False	0.429	0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009		
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	ENSG00000204592	ENSG00000134545	False	False	True	curated	False	0.429	0.01	0.01	0.01	0.01	0.01	0.01	0.01															0.012	0.011	0.011	0.011	0.011	0.012	0.012	0.009	0.009	0.009	0.009	0.009	0.009	0.009														
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	ENSG00000134250	ENSG00000184916	False	True	False	curated	False	0.429																						0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.005	0.005	0.005	0.005	0.005	0.005	0.005								0.004	0.004	0.005	0.005	0.004	0.004	0.005
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	ENSG00000114251	ENSG00000152894	True	False	True	InnateDB-All	False	0.429				0.005	0.006	0.002	0.003				0.005	0.005		0.003				0.005	0.005						0.005	0.005						0.005	0.005						0.005	0.005				0.008	0.009	0.012	0.013	0.009	0.01
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	ENSG00000197405	ENSG00000105372	False	True	False	guidetopharmacology.org	False	0.429				0.019	0.015		0.015				0.019	0.015		0.015				0.02	0.015		0.016				0.019	0.015		0.015				0.019	0.015		0.015				0.019	0.015		0.015				0.019	0.015		0.015
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	ENSG00000204592	ENSG00000205809	False	False	True	curated	False	0.429	0.01	0.01	0.01	0.01	0.01	0.01	0.01															0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.009	0.009	0.009	0.009	0.009	0.009	0.009														
CPI-CS01A4D7E2F	BMR1B_AVR2A_BMP5	complex:BMR1B_AVR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.009	0.008			0.007			0.008	0.008			0.006			0.009	0.009			0.007	
CPI-CS0BEC40E19	BMR1B_AVR2B_BMP5	complex:BMR1B_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.009	0.008			0.007			0.008	0.008			0.006			0.009	0.009			0.007	
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.009	0.009			0.007			0.009	0.009			0.007			0.009	0.009			0.007			0.011	0.01			0.009			0.01	0.009			0.008			0.009	0.009			0.007			0.01	0.01			0.008	
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.009	0.008			0.007			0.009	0.008			0.006			0.008	0.008			0.006			0.008	0.008			0.006			0.009	0.008			0.007			0.009	0.009			0.007			0.01	0.009			0.008	
CPI-CS0715DE78D	CD94:NKG2A_HLA-E	complex:CD94:NKG2A	simple:P13747		ENSG00000204592	False	True	False	curated	False	0.429	0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009			0.01			0.011	0.009		
CPI-CS0484364A2	BMPR1B_BMPR2_BMP8A	complex:BMPR1B_BMPR2	simple:Q7Z5Y6		ENSG00000183682	True	True	False	curated	False	0.429																													0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.002	0.002	0.002	0.002	0.002	0.002	0.002
CPI-CS0FCC00896	ACVR_1A2B receptor_BMP5	complex:ACVR_1A2B receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.008	0.008			0.006			0.008	0.008			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.008			0.006			0.008	0.008			0.006			0.008	0.008			0.006	
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.008	0.008			0.006			0.008	0.008			0.006			0.008	0.007			0.006			0.008	0.007			0.006			0.008	0.008			0.006			0.008	0.008			0.006			0.008	0.008			0.006	
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	ENSG00000166086	ENSG00000166086	True	False	False	curated	False	0.429			0.005			0.005	0.006			0.005			0.005	0.007	0.005	0.005	0.006			0.007	0.008															0.005	0.005	0.007			0.007	0.008	0.006	0.007	0.008			0.008	0.009
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		ENSG00000112175	True	True	False	curated	False	0.429		0.009	0.009			0.007			0.009	0.009			0.007			0.009	0.009			0.007			0.011	0.01			0.009			0.01	0.009			0.008			0.009	0.009			0.007			0.01	0.01			0.008	
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	ENSG00000092969		True	False	True	curated	False	0.429					0.002		0.003					0.002		0.003					0.002		0.003					0.003	0.002	0.004	0.002	0.002	0.002	0.003	0.004	0.003	0.005					0.002		0.003					0.002	0.001	0.003
